symbol,price,ndx
AAPL,160.07,"13,509.43"
AAPL,164.32,"13,870.53"
AAPL,167.3,"14,009.54"
AAPL,168.88,"14,171.74"
AAPL,172.55,"14,603.64"
AAPL,172.79,"14,620.82"
AAPL,168.88,"14,268.59"
AAPL,168.64,"14,253.84"
AAPL,172.12,"14,705.64"
AAPL,176.28,"15,056.96"
AAPL,174.83,"14,747.03"
AAPL,171.66,"14,571.25"
AAPL,172.39,"14,694.35"
AAPL,172.9,"14,501.11"
AAPL,175.84,"15,139.74"
AAPL,174.61,"15,019.68"
AAPL,174.78,"14,930.05"
AAPL,170.33,"14,454.61"
AAPL,159.22,"14,003.11"
AAPL,159.69,"14,172.76"
AAPL,159.78,"14,149.12"
AAPL,161.62,"14,509.58"
AAPL,162.41,"14,438.40"
AAPL,164.51,"14,846.46"
AAPL,166.23,"15,047.84"
AAPL,169.8,"15,210.76"
AAPL,173.07,"15,611.59"
AAPL,172.19,"15,495.62"
AAPL,175.53,"15,905.10"
AAPL,175.08,"15,844.12"
AAPL,172.19,"15,614.43"
AAPL,172.17,"15,592.19"
AAPL,172,"15,765.36"
AAPL,174.92,"15,771.77"
AAPL,179.7,"16,279.73"
AAPL,182.01,"16,501.77"
AMZN,113.78,"11,311.24"
AMZN,117.31,"11,501.65"
AMZN,118.54,"11,637.79"
AMZN,122.19,"11,851.54"
AMZN,124.66,"11,953.28"
AMZN,123.58,"11,861.38"
AMZN,126.28,"11,927.49"
AMZN,128.63,"12,134.40"
AMZN,126.82,"12,033.62"
AMZN,136.45,"12,739.72"
AMZN,133.27,"12,588.29"
AMZN,129.82,"12,321.19"
AMZN,129.48,"12,259.39"
AMZN,126.11,"12,011.31"
AMZN,127.51,"12,098.44"
AMZN,127.82,"12,274.63"
AMZN,126.77,"12,272.03"
AMZN,128.73,"12,342.70"
AMZN,129.79,"12,484.32"
AMZN,130.75,"12,605.17"
AMZN,137.28,"13,143.58"
AMZN,133.8,"12,917.86"
AMZN,133.62,"12,881.79"
AMZN,133.22,"12,890.54"
AMZN,138.23,"13,242.90"
AMZN,142.3,"13,505.99"
AMZN,142.1,"13,470.86"
AMZN,144.78,"13,635.21"
AMZN,143.18,"13,667.18"
AMZN,143.55,"13,565.87"
AMZN,140.64,"13,291.99"
AMZN,142.69,"13,378.32"
AMZN,137.83,"13,008.17"
AMZN,139.41,"13,159.16"
AMZN,140.8,"13,207.69"
AMZN,142.57,"13,311.04"
AMZN,139.52,"13,253.26"
AMZN,134.16,"12,901.60"
AMZN,135.39,"12,940.78"
AMZN,134.95,"12,947.97"
AMZN,122.28,"12,717.87"
AMZN,120.97,"12,601.47"
AMZN,114.81,"12,086.90"
AMZN,121.14,"12,328.41"
AMZN,122.42,"12,396.47"
AMZN,124.63,"12,619.41"
AMZN,122.77,"12,439.68"
AMZN,118.21,"12,249.42"
AMZN,113.76,"11,877.50"
AMZN,113.55,"11,983.62"
AMZN,110.63,"11,768.39"
AMZN,110.4,"11,728.53"
AMZN,109.22,"11,744.99"
AMZN,111.75,"11,860.28"
AMZN,115.54,"12,125.69"
AMZN,116.33,"12,109.05"
AMZN,114.33,"11,852.59"
AMZN,113.5,"11,779.91"
AMZN,109.56,"11,585.68"
AMZN,106.21,"11,503.72"
AMZN,108.92,"11,658.26"
AMZN,107.4,"11,637.77"
AMZN,113.22,"11,987.36"
AMZN,116.46,"12,105.85"
AMZN,112.44,"11,697.68"
AMZN,108.95,"11,527.71"
AMZN,108.68,"11,546.76"
AMZN,106.22,"11,265.99"
AMZN,103.66,"11,127.57"
AMZN,107.67,"11,593.77"
AMZN,102.31,"11,311.69"
AMZN,103.67,"11,288.32"
AMZN,109.65,"11,832.82"
AMZN,116.15,"12,269.78"
AMZN,121.18,"12,615.13"
AMZN,123,"12,711.67"
AMZN,124.79,"12,599.63"
AMZN,122.35,"12,548.03"
AMZN,125.51,"12,892.89"
AMZN,121.68,"12,548.36"
AMZN,120.21,"12,642.10"
AMZN,115.15,"12,681.42"
AMZN,111.08,"12,276.79"
AMZN,106.78,"11,943.93"
AMZN,104.1,"11,769.84"
AMZN,107.56,"12,034.28"
AMZN,107.59,"11,835.62"
AMZN,107.32,"11,875.63"
AMZN,107.11,"11,928.31"
AMZN,115.37,"12,564.10"
AMZN,110.81,"12,243.58"
AMZN,113.06,"12,387.40"
AMZN,106.93,"11,945.50"
AMZN,105.37,"11,967.56"
AMZN,108.86,"12,345.86"
AMZN,108.79,"12,187.72"
AMZN,114.77,"12,693.54"
AMZN,116.41,"12,850.55"
AMZN,125.93,"13,535.71"
AMZN,124.25,"13,089.90"
AMZN,124.5,"13,075.85"
AMZN,124.28,"12,854.80"
AMZN,144.6,"13,456.06"
AMZN,138.17,"13,003.36"
AMZN,139.39,"13,009.71"
AMZN,146.07,"13,533.22"
AMZN,144.35,"13,356.87"
AMZN,148.3,"13,720.45"
AMZN,154,"13,998.53"
AMZN,158.12,"14,210.26"
AMZN,152.78,"13,910.76"
AMZN,151.71,"13,893.22"
AMZN,155.54,"14,217.29"
AMZN,150.79,"13,940.24"
AMZN,151.12,"13,990.20"
AMZN,154.46,"14,327.26"
AMZN,157.78,"14,531.81"
AMZN,158.76,"14,498.89"
AMZN,164.06,"14,820.64"
AMZN,168.35,"15,159.58"
AMZN,163.56,"14,861.21"
AMZN,163,"14,838.49"
AMZN,166.3,"15,071.55"
AMZN,169.31,"15,239.32"
AMZN,168.99,"14,987.40"
AMZN,164.77,"14,754.31"
AMZN,163.65,"14,765.69"
AMZN,163.41,"14,447.55"
AMZN,164.89,"14,654.33"
AMZN,161.49,"14,376.09"
AMZN,161.25,"14,420.08"
AMZN,157.24,"14,118.60"
AMZN,153.1,"13,956.78"
AMZN,147.37,"13,458.56"
AMZN,141.85,"13,046.64"
AMZN,145.52,"13,301.83"
AMZN,146.82,"13,591.00"
AMZN,139.28,"13,742.20"
AMZN,136.01,"13,267.60"
AMZN,137.45,"13,319.38"
AMZN,145.64,"13,837.83"
AMZN,147.9,"14,035.21"
AMZN,152.05,"14,243.69"
AMZN,151.14,"14,005.99"
AMZN,153.56,"14,237.81"
AMZN,153.79,"14,189.16"
AMZN,151.36,"13,974.67"
AMZN,144.83,"13,509.43"
AMZN,150.2,"13,870.53"
AMZN,152.6,"14,009.54"
AMZN,154.65,"14,171.74"
AMZN,158.1,"14,603.64"
AMZN,156.51,"14,620.82"
AMZN,155.17,"14,268.59"
AMZN,153.29,"14,253.84"
AMZN,159,"14,705.64"
AMZN,161.19,"15,056.96"
AMZN,161.41,"14,747.03"
AMZN,157.94,"14,571.25"
AMZN,157.64,"14,694.35"
AMZN,138.85,"14,501.11"
AMZN,150.61,"15,139.74"
AMZN,151.19,"15,019.68"
AMZN,149.57,"14,930.05"
AMZN,143.98,"14,454.61"
AMZN,139.64,"14,003.11"
AMZN,138.87,"14,172.76"
AMZN,139.99,"14,149.12"
AMZN,144.54,"14,509.58"
AMZN,142.64,"14,438.40"
AMZN,151.67,"14,846.46"
AMZN,156.3,"15,047.84"
AMZN,158.92,"15,210.76"
AMZN,162.14,"15,611.59"
AMZN,161.21,"15,495.62"
AMZN,165.21,"15,905.10"
AMZN,165.36,"15,844.12"
AMZN,161.49,"15,614.43"
AMZN,162.55,"15,592.19"
AMZN,163.25,"15,765.36"
AMZN,164.36,"15,771.77"
AMZN,167.52,"16,279.73"
AMZN,170.4,"16,501.77"
GOOGL,98.74,"11,311.24"
GOOGL,100.14,"11,501.65"
GOOGL,99.28,"11,637.79"
GOOGL,101.14,"11,851.54"
GOOGL,103.07,"11,953.28"
GOOGL,102.8,"11,861.38"
GOOGL,102.91,"11,927.49"
GOOGL,105,"12,134.40"
GOOGL,104.32,"12,033.62"
GOOGL,110.86,"12,739.72"
GOOGL,110.65,"12,588.29"
GOOGL,108.38,"12,321.19"
GOOGL,109.45,"12,259.39"
GOOGL,106.81,"12,011.31"
GOOGL,107.85,"12,098.44"
GOOGL,109.74,"12,274.63"
GOOGL,108.22,"12,272.03"
GOOGL,108.94,"12,342.70"
GOOGL,109.42,"12,484.32"
GOOGL,110.34,"12,605.17"
GOOGL,116.65,"13,143.58"
GOOGL,113.69,"12,917.86"
GOOGL,113.86,"12,881.79"
GOOGL,114.24,"12,890.54"
GOOGL,117.21,"13,242.90"
GOOGL,120.17,"13,505.99"
GOOGL,119.55,"13,470.86"
GOOGL,121.7,"13,635.21"
GOOGL,122.08,"13,667.18"
GOOGL,121.68,"13,565.87"
GOOGL,118.84,"13,291.99"
GOOGL,119.7,"13,378.32"
GOOGL,116.63,"13,008.17"
GOOGL,117.3,"13,159.16"
GOOGL,117.47,"13,207.69"
GOOGL,118.19,"13,311.04"
GOOGL,118.08,"13,253.26"
GOOGL,115.13,"12,901.60"
GOOGL,114.86,"12,940.78"
GOOGL,116.32,"12,947.97"
GOOGL,114.22,"12,717.87"
GOOGL,113.06,"12,601.47"
GOOGL,105.02,"12,086.90"
GOOGL,107.51,"12,328.41"
GOOGL,107.9,"12,396.47"
GOOGL,114.34,"12,619.41"
GOOGL,113.9,"12,439.68"
GOOGL,113.81,"12,249.42"
GOOGL,109.03,"11,877.50"
GOOGL,111.78,"11,983.62"
GOOGL,110.37,"11,768.39"
GOOGL,111.35,"11,728.53"
GOOGL,114.02,"11,744.99"
GOOGL,115.68,"11,860.28"
GOOGL,119.35,"12,125.69"
GOOGL,118.78,"12,109.05"
GOOGL,114.57,"11,852.59"
GOOGL,113.26,"11,779.91"
GOOGL,108.74,"11,585.68"
GOOGL,108.96,"11,503.72"
GOOGL,111.7,"11,658.26"
GOOGL,112.01,"11,637.77"
GOOGL,115.83,"11,987.36"
GOOGL,117.97,"12,105.85"
GOOGL,112.24,"11,697.68"
GOOGL,111.49,"11,527.71"
GOOGL,111.54,"11,546.76"
GOOGL,107.14,"11,265.99"
GOOGL,106.03,"11,127.57"
GOOGL,109.76,"11,593.77"
GOOGL,106.72,"11,311.69"
GOOGL,106.39,"11,288.32"
GOOGL,111.16,"11,832.82"
GOOGL,114.84,"12,269.78"
GOOGL,117.19,"12,615.13"
GOOGL,117.15,"12,711.67"
GOOGL,116.82,"12,599.63"
GOOGL,114.54,"12,548.03"
GOOGL,117.62,"12,892.89"
GOOGL,113.89,"12,548.36"
GOOGL,113.76,"12,642.10"
GOOGL,112.32,"12,681.42"
GOOGL,107.79,"12,276.79"
GOOGL,105.81,"11,943.93"
GOOGL,105.97,"11,769.84"
GOOGL,111.49,"12,034.28"
GOOGL,108.91,"11,835.62"
GOOGL,110.38,"11,875.63"
GOOGL,111.9,"11,928.31"
GOOGL,116.47,"12,564.10"
GOOGL,114.44,"12,243.58"
GOOGL,116.05,"12,387.40"
GOOGL,112.84,"11,945.50"
GOOGL,113.6,"11,967.56"
GOOGL,114.39,"12,345.86"
GOOGL,112.51,"12,187.72"
GOOGL,115.75,"12,693.54"
GOOGL,116.51,"12,850.55"
GOOGL,122.26,"13,535.71"
GOOGL,117.33,"13,089.90"
GOOGL,116.58,"13,075.85"
GOOGL,114.11,"12,854.80"
GOOGL,118.52,"13,456.06"
GOOGL,114.29,"13,003.36"
GOOGL,118.65,"13,009.71"
GOOGL,123.07,"13,533.22"
GOOGL,119.64,"13,356.87"
GOOGL,124.81,"13,720.45"
GOOGL,128.04,"13,998.53"
GOOGL,130.01,"14,210.26"
GOOGL,127.68,"13,910.76"
GOOGL,126.73,"13,893.22"
GOOGL,129.89,"14,217.29"
GOOGL,127.71,"13,940.24"
GOOGL,128.82,"13,990.20"
GOOGL,133.29,"14,327.26"
GOOGL,135.89,"14,531.81"
GOOGL,136.55,"14,498.89"
GOOGL,140.59,"14,820.64"
GOOGL,142.97,"15,159.58"
GOOGL,140.15,"14,861.21"
GOOGL,139.07,"14,838.49"
GOOGL,141.94,"15,071.55"
GOOGL,142.51,"15,239.32"
GOOGL,141.46,"14,987.40"
GOOGL,141.67,"14,754.31"
GOOGL,141.57,"14,765.69"
GOOGL,138.28,"14,447.55"
GOOGL,139.87,"14,654.33"
GOOGL,136.1,"14,376.09"
GOOGL,136.13,"14,420.08"
GOOGL,133.84,"14,118.60"
GOOGL,133.28,"13,956.78"
GOOGL,129.2,"13,458.56"
GOOGL,125.95,"13,046.64"
GOOGL,129.87,"13,301.83"
GOOGL,132.43,"13,591.00"
GOOGL,133.42,"13,742.20"
GOOGL,127.1,"13,267.60"
GOOGL,126.38,"13,319.38"
GOOGL,131.91,"13,837.83"
GOOGL,133.9,"14,035.21"
GOOGL,134.57,"14,243.69"
GOOGL,134.06,"14,005.99"
GOOGL,135.06,"14,237.81"
GOOGL,134.46,"14,189.16"
GOOGL,132.69,"13,974.67"
GOOGL,127.59,"13,509.43"
GOOGL,129.81,"13,870.53"
GOOGL,130.4,"14,009.54"
GOOGL,132.54,"14,171.74"
GOOGL,137.74,"14,603.64"
GOOGL,136.61,"14,620.82"
GOOGL,135.53,"14,268.59"
GOOGL,134.28,"14,253.84"
GOOGL,138.62,"14,705.64"
GOOGL,141.59,"15,056.96"
GOOGL,139.4,"14,747.03"
GOOGL,139.2,"14,571.25"
GOOGL,143.29,"14,694.35"
GOOGL,143.09,"14,501.11"
GOOGL,148,"15,139.74"
GOOGL,137.64,"15,019.68"
GOOGL,135.3,"14,930.05"
GOOGL,133.35,"14,454.61"
GOOGL,129,"14,003.11"
GOOGL,129.23,"14,172.76"
GOOGL,126.94,"14,149.12"
GOOGL,130.8,"14,509.58"
GOOGL,130.35,"14,438.40"
GOOGL,133.31,"14,846.46"
GOOGL,135.12,"15,047.84"
GOOGL,136,"15,210.76"
GOOGL,139.48,"15,611.59"
GOOGL,138.59,"15,495.62"
GOOGL,141.43,"15,905.10"
GOOGL,139.74,"15,844.12"
GOOGL,138.67,"15,614.43"
GOOGL,137.02,"15,592.19"
GOOGL,137.75,"15,765.36"
GOOGL,137.78,"15,771.77"
GOOGL,144.4,"16,279.73"
GOOGL,144.99,"16,501.77"
META,140.41,"11,311.24"
META,142.82,"11,501.65"
META,142.12,"11,637.79"
META,146.09,"11,851.54"
META,148.02,"11,953.28"
META,146.29,"11,861.38"
META,149.55,"11,927.49"
META,151.47,"12,134.40"
META,153.13,"12,033.62"
META,168.96,"12,739.72"
META,169.15,"12,588.29"
META,162.06,"12,321.19"
META,160.39,"12,259.39"
META,158.54,"12,011.31"
META,160.32,"12,098.44"
META,165.36,"12,274.63"
META,162.93,"12,272.03"
META,157.16,"12,342.70"
META,159.17,"12,484.32"
META,161.78,"12,605.17"
META,168.78,"13,143.58"
META,163.26,"12,917.86"
META,161.11,"12,881.79"
META,163.05,"12,890.54"
META,167.96,"13,242.90"
META,174.66,"13,505.99"
META,174.85,"13,470.86"
META,179.47,"13,635.21"
META,180.89,"13,667.18"
META,180.5,"13,565.87"
META,177.49,"13,291.99"
META,178.34,"13,378.32"
META,168.53,"13,008.17"
META,170.25,"13,159.16"
META,167.11,"13,207.69"
META,170.57,"13,311.04"
META,168.8,"13,253.26"
META,160.19,"12,901.60"
META,159.93,"12,940.78"
META,159.1,"12,947.97"
META,160.72,"12,717.87"
META,169.58,"12,601.47"
META,159.15,"12,086.90"
META,166.65,"12,328.41"
META,169.27,"12,396.47"
META,183.17,"12,619.41"
META,183.09,"12,439.68"
META,175.78,"12,249.42"
META,167.23,"11,877.50"
META,164.7,"11,983.62"
META,158.05,"11,768.39"
META,163.49,"11,728.53"
META,163.27,"11,744.99"
META,162.88,"11,860.28"
META,170.88,"12,125.69"
META,172.19,"12,109.05"
META,169.77,"11,852.59"
META,168.19,"11,779.91"
META,160.03,"11,585.68"
META,161.25,"11,503.72"
META,163.94,"11,658.26"
META,160.68,"11,637.77"
META,169.49,"11,987.36"
META,170.16,"12,105.85"
META,158.75,"11,697.68"
META,155.85,"11,527.71"
META,157.05,"11,546.76"
META,163.74,"11,265.99"
META,160.87,"11,127.57"
META,169.35,"11,593.77"
META,163.73,"11,311.69"
META,164.26,"11,288.32"
META,175.57,"11,832.82"
META,184,"12,269.78"
META,196.64,"12,615.13"
META,195.65,"12,711.67"
META,194.25,"12,599.63"
META,190.78,"12,548.03"
META,198.86,"12,892.89"
META,188.64,"12,548.36"
META,193.64,"12,642.10"
META,195.13,"12,681.42"
META,191.63,"12,276.79"
META,183.83,"11,943.93"
META,181.28,"11,769.84"
META,196.23,"12,034.28"
META,193.54,"11,835.62"
META,191.29,"11,875.63"
META,192.24,"11,928.31"
META,202.62,"12,564.10"
META,200.04,"12,243.58"
META,198.62,"12,387.40"
META,191.24,"11,945.50"
META,188.74,"11,967.56"
META,197.65,"12,345.86"
META,196.21,"12,187.72"
META,203.77,"12,693.54"
META,208.28,"12,850.55"
META,223.41,"13,535.71"
META,212.03,"13,089.90"
META,211.13,"13,075.85"
META,200.47,"12,854.80"
META,205.73,"13,456.06"
META,174.95,"13,003.36"
META,180.95,"13,009.71"
META,186.99,"13,533.22"
META,184.11,"13,356.87"
META,188.07,"13,720.45"
META,200.42,"13,998.53"
META,217.31,"14,210.26"
META,210.77,"13,910.76"
META,210.18,"13,893.22"
META,214.99,"14,217.29"
META,214.14,"13,940.24"
META,216.46,"13,990.20"
META,222.33,"14,327.26"
META,222.95,"14,531.81"
META,223.3,"14,498.89"
META,231.84,"14,820.64"
META,233.89,"15,159.58"
META,224.85,"14,861.21"
META,222.36,"14,838.49"
META,227.85,"15,071.55"
META,229.86,"15,239.32"
META,223.59,"14,987.40"
META,221.82,"14,754.31"
META,219.57,"14,765.69"
META,213.46,"14,447.55"
META,216.65,"14,654.33"
META,211.49,"14,376.09"
META,216.49,"14,420.08"
META,207.84,"14,118.60"
META,203.63,"13,956.78"
META,192.03,"13,458.56"
META,186.63,"13,046.64"
META,187.61,"13,301.83"
META,195.21,"13,591.00"
META,198.5,"13,742.20"
META,190.29,"13,267.60"
META,187.47,"13,319.38"
META,200.06,"13,837.83"
META,202.97,"14,035.21"
META,208.11,"14,243.69"
META,203.49,"14,005.99"
META,211.03,"14,237.81"
META,210.48,"14,189.16"
META,207.6,"13,974.67"
META,198.45,"13,509.43"
META,202.08,"13,870.53"
META,206.16,"14,009.54"
META,207.71,"14,171.74"
META,216.54,"14,603.64"
META,221,"14,620.82"
META,217.7,"14,268.59"
META,219.55,"14,253.84"
META,228.07,"14,705.64"
META,232,"15,056.96"
META,220.18,"14,747.03"
META,224.91,"14,571.25"
META,237.09,"14,694.35"
META,237.76,"14,501.11"
META,323,"15,139.74"
META,319,"15,019.68"
META,313.26,"14,930.05"
META,301.71,"14,454.61"
META,294.64,"14,003.11"
META,294.63,"14,172.76"
META,300.15,"14,149.12"
META,308.71,"14,509.58"
META,303.17,"14,438.40"
META,316.56,"14,846.46"
META,319.59,"15,047.84"
META,318.15,"15,210.76"
META,331.9,"15,611.59"
META,326.48,"15,495.62"
META,333.26,"15,905.10"
META,334.37,"15,844.12"
META,328.07,"15,614.43"
META,331.79,"15,592.19"
META,332.46,"15,765.36"
META,324.17,"15,771.77"
META,336.53,"16,279.73"
META,338.54,"16,501.77"
